ID,tipo_norma,fecha_sancion
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
365,Ley,1991-08-01
6965,Decreto,1991-08-26
9197,Decreto,1992-07-10
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
15388,Decreto,1993-08-18
16739,Decreto,1993-09-15
10082,Decreto,1994-02-09
10082,Decreto,1994-02-09
10082,Decreto,1994-02-09
11490,Decreto,1994-04-29
37767,Resolución,1994-06-28
37767,Resolución,1994-06-28
37767,Resolución,1994-06-28
37767,Resolución,1994-06-28
37767,Resolución,1994-06-28
37767,Resolución,1994-06-28
12905,Decreto,1994-08-11
12905,Decreto,1994-08-11
12905,Decreto,1994-08-11
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
16670,Decreto,1995-04-04
27897,Decreto,1995-09-22
27897,Decreto,1995-09-22
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
31692,Ley,1995-12-28
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
38621,Ley,1996-07-17
44039,Resolución,1997-06-10
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
44911,Decreto,1997-07-11
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
48163,Ley,1997-12-18
